"ID";"Nationality";"Periods";"TotalResidencePermitsAsylum_1";"RefugeeStatusBeneficiaryStatus_2";"HumanitarianReasons_3";"TotalOrdinaryResidencePermit_4";"TotalFamilyReunificationFormation_5";"HusbandWife_6";"ChildUnder18_7";"OtherFamilyReunification_8";"Study_9";"TotalLabour_10";"HighlySkilledMigrantBlueCardHolder_11";"Researcher_12";"OtherLabour_13";"VictimOfHumanTrade_14";"OtherOrdinary_15";"SinglePermitGVVA_16"
"1199";"NAT9469  ";"2011JJ00";"       0";"       0";"       0";"      80";"       5";"       0";"       0";"       0";"      65";"      10";"       5";"       5";"       5";"       0";"       0";""
"1200";"NAT9469  ";"2012JJ00";"       0";"       0";"       0";"      80";"      10";"       5";"       5";"       5";"      50";"      20";"       5";"       5";"       5";"       0";"       0";""
"1201";"NAT9469  ";"2013JJ00";"      10";"       0";"       5";"      80";"      15";"       5";"      10";"       0";"      50";"      15";"       0";"      10";"       5";"       0";"       0";""
"1202";"NAT9469  ";"2014JJ00";"       5";"       5";"       0";"      65";"      10";"       5";"       5";"       0";"      40";"      15";"       5";"       5";"       0";"       0";"       5";""
"1203";"NAT9469  ";"2015JJ00";"       5";"       0";"       0";"      70";"      15";"       5";"       5";"       0";"      40";"      15";"      10";"       0";"       0";"       0";"       0";""
"1204";"NAT9469  ";"2016JJ00";"       0";"       0";"       0";"      80";"      10";"       5";"       5";"       0";"      45";"      15";"       5";"       5";"       5";"       0";"       5";""
"1205";"NAT9469  ";"2017JJ00";"       5";"       5";"       5";"     100";"      10";"       5";"       5";"       0";"      70";"      20";"       5";"       5";"       5";"       0";"       5";""
"1206";"NAT9469  ";"2018JJ00";"       5";"       5";"       5";"     110";"      20";"      10";"       5";"       5";"      70";"      15";"      10";"       5";"       5";"       0";"       5";""
"1207";"NAT9469  ";"2019JJ00";"       0";"       0";"       0";"     140";"      35";"      20";"      10";"       5";"      70";"      25";"      15";"       5";"      10";"       0";"       5";""
"1208";"NAT9469  ";"2020JJ00";"       0";"       0";"       0";"     125";"      20";"      10";"       5";"       5";"      75";"      25";"      10";"       5";"      10";"       0";"       5";""
"1209";"NAT9470  ";"2008JJ00";"       0";"       0";"       0";"     985";"     315";"     145";"     105";"      60";"      50";"     590";"     255";"      15";"     320";"       0";"      25";""
"1210";"NAT9470  ";"2009JJ00";"       0";"       0";"       0";"     755";"     230";"     115";"      70";"      45";"      60";"     450";"     140";"      10";"     300";"       0";"      10";""
"1211";"NAT9470  ";"2010JJ00";"       0";"       0";"       0";"     645";"     135";"      75";"      30";"      30";"      90";"     405";"     100";"      15";"     290";"       0";"      15";""
"1212";"NAT9470  ";"2011JJ00";"       0";"       0";"       0";"     710";"     165";"      85";"      45";"      35";"      90";"     440";"     125";"      15";"     300";"       0";"      10";""
"1213";"NAT9470  ";"2012JJ00";"       0";"       0";"       0";"     650";"     195";"      95";"      55";"      40";"      70";"     385";"      95";"      10";"     280";"       0";"       5";""
"1214";"NAT9470  ";"2013JJ00";"       0";"       0";"       0";"     880";"     220";"     120";"      90";"      15";"     110";"     510";"     110";"      25";"     380";"       0";"      35";""
"1215";"NAT9470  ";"2014JJ00";"       0";"       0";"       0";"     790";"     200";"     115";"      70";"      15";"      90";"     480";"     165";"      25";"     290";"       0";"      25";""
"1216";"NAT9470  ";"2015JJ00";"       0";"       0";"       0";"     950";"     250";"     155";"      90";"       5";"      95";"     555";"     230";"      30";"     295";"       0";"      50";""
"1217";"NAT9470  ";"2016JJ00";"       0";"       0";"       0";"    1175";"     335";"     220";"     100";"      15";"     140";"     635";"     300";"      25";"     310";"       0";"      70";""
"1218";"NAT9470  ";"2017JJ00";"       0";"       0";"       0";"    1300";"     380";"     230";"     140";"      15";"     110";"     745";"     370";"      20";"     355";"       0";"      65";""
"1219";"NAT9470  ";"2018JJ00";"       5";"       0";"       5";"    1760";"     590";"     325";"     225";"      40";"     150";"     945";"     545";"      20";"     380";"       0";"      80";""
"1220";"NAT9470  ";"2019JJ00";"       0";"       0";"       0";"    2505";"    1035";"     495";"     435";"     105";"     155";"     825";"     760";"      35";"      30";"       0";"     490";""
"1221";"NAT9470  ";"2020JJ00";"       0";"       0";"       0";"    1855";"     790";"     380";"     335";"      75";"     105";"     575";"     535";"      20";"      20";"       0";"     385";""
"1222";"NAT9471  ";"2008JJ00";"       5";"       0";"       0";"     630";"     240";"     115";"     125";"       5";"     230";"     155";"      90";"      15";"      50";"       0";"       5";""
"1223";"NAT9471  ";"2009JJ00";"       0";"       0";"       0";"     615";"     250";"     110";"     135";"      10";"     200";"     155";"      90";"      25";"      40";"       0";"      10";""
"1224";"NAT9471  ";"2010JJ00";"       5";"       5";"       0";"     740";"     240";"     120";"     115";"       5";"     305";"     195";"     100";"      20";"      75";"       0";"       5";""
"1225";"NAT9471  ";"2011JJ00";"      10";"      10";"       0";"     920";"     275";"     130";"     140";"       5";"     435";"     200";"     125";"      30";"      45";"       0";"       5";""
"1226";"NAT9471  ";"2012JJ00";"      25";"      25";"       0";"     920";"     230";"     105";"     120";"       5";"     530";"     155";"      80";"      25";"      50";"       0";"       5";""
"1227";"NAT9471  ";"2013JJ00";"       5";"       5";"       0";"    1065";"     275";"     130";"     140";"       0";"     590";"     205";"     120";"      35";"      50";"       0";"       0";""
"1228";"NAT9471  ";"2014JJ00";"       0";"       0";"       0";"    1220";"     270";"     140";"     130";"       5";"     720";"     170";"     100";"      30";"      40";"       0";"      55";""
"1229";"NAT9471  ";"2015JJ00";"       0";"       0";"       0";"    1375";"     265";"     115";"     145";"       5";"     875";"     145";"     100";"      30";"      15";"       0";"      90";""
"1230";"NAT9471  ";"2016JJ00";"       0";"       0";"       0";"    1520";"     270";"     135";"     130";"       5";"    1040";"     175";"     120";"      35";"      20";"       0";"      35";""
"1231";"NAT9471  ";"2017JJ00";"       0";"       0";"       0";"    1720";"     310";"     150";"     160";"       5";"    1095";"     180";"     140";"      30";"      10";"       0";"     135";""
"1232";"NAT9471  ";"2018JJ00";"       0";"       0";"       0";"    1690";"     300";"     150";"     150";"       5";"    1090";"     215";"     135";"      50";"      25";"       0";"      85";""
"1233";"NAT9471  ";"2019JJ00";"       0";"       0";"       0";"    1735";"     330";"     160";"     165";"       5";"    1085";"     235";"     140";"      40";"      50";"       0";"      85";""
"1234";"NAT9471  ";"2020JJ00";"       0";"       0";"       0";"     805";"     210";"     110";"      95";"       5";"     380";"     135";"      75";"      30";"      30";"       0";"      80";""
"1235";"NAT9474  ";"2008JJ00";"       0";"       0";"       0";"      60";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      60";""
"1236";"NAT9474  ";"2009JJ00";"       0";"       0";"       0";"      55";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      55";""
"1237";"NAT9474  ";"2010JJ00";"       0";"       0";"       0";"      50";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      50";""
"1238";"NAT9474  ";"2011JJ00";"       0";"       0";"       0";"      40";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      35";""
"1239";"NAT9474  ";"2012JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"1240";"NAT9474  ";"2013JJ00";"       0";"       0";"       0";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1241";"NAT9474  ";"2014JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"1242";"NAT9474  ";"2015JJ00";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1243";"NAT9474  ";"2016JJ00";"       0";"       0";"       0";"      15";"       0";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       5";"       0";"      10";""
"1244";"NAT9474  ";"2017JJ00";"       0";"       0";"       0";"      15";"       0";"       0";"       0";"       0";"       0";"      10";"       0";"       0";"      10";"       0";"       5";""
"1245";"NAT9474  ";"2018JJ00";"       0";"       0";"       0";"      20";"       0";"       0";"       0";"       0";"       0";"      15";"       0";"       0";"      15";"       0";"       5";""
"1246";"NAT9474  ";"2019JJ00";"       0";"       0";"       0";"      20";"       0";"       0";"       0";"       0";"       0";"      10";"       0";"       0";"      10";"       0";"      10";""
"1247";"NAT9474  ";"2020JJ00";"       0";"       0";"       0";"      15";"       0";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       5";"       0";"       5";""
"1248";"NAT9487  ";"2008JJ00";"      55";"       0";"       0";"     210";"      65";"       5";"      55";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"     140";""
"1249";"NAT9487  ";"2009JJ00";"      40";"      20";"      20";"      90";"      60";"       5";"      50";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      30";""
"1250";"NAT9487  ";"2010JJ00";"       0";"       0";"       0";"      85";"      70";"       0";"      65";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"1251";"NAT9487  ";"2011JJ00";"      30";"      15";"      15";"      55";"      45";"       0";"      45";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1252";"NAT9487  ";"2012JJ00";"      60";"      50";"      15";"     120";"     110";"       0";"     100";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1253";"NAT9487  ";"2013JJ00";"     175";"     155";"      20";"     125";"     115";"       5";"      85";"      20";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1254";"NAT9487  ";"2014JJ00";"    1715";"    1380";"     335";"     110";"     110";"       0";"      95";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"1255";"NAT9487  ";"2015JJ00";"    4390";"    1845";"    2545";"     255";"     245";"       0";"      95";"     150";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1256";"NAT9487  ";"2016JJ00";"    2875";"    1725";"    1150";"     420";"     405";"       0";"     255";"     150";"       5";"       5";"       0";"       0";"       0";"       0";"       5";""
"1257";"NAT9487  ";"2017JJ00";"    1775";"     300";"    1475";"     640";"     625";"      10";"     295";"     320";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1258";"NAT9487  ";"2018JJ00";"     350";"     105";"     245";"     485";"     470";"      15";"     365";"      85";"       5";"       5";"       0";"       0";"       0";"       0";"      15";""
"1259";"NAT9487  ";"2019JJ00";"     255";"     105";"     150";"     410";"     370";"      30";"     290";"      50";"       5";"       5";"       0";"       0";"       0";"       0";"      30";""
"1260";"NAT9487  ";"2020JJ00";"     310";"     165";"     145";"     295";"     260";"      10";"     220";"      30";"      15";"       5";"       0";"       0";"       0";"       0";"      20";""
"1261";"NAT9488  ";"2008JJ00";"     165";"       0";"       0";"    2675";"    1740";"      30";"    1690";"      15";"       5";"       5";"       0";"       0";"       5";"       0";"     925";""
