"""psraid"" ""sample"" ""segment"" ""int_date"" ""lang"" ""stz"" ""scregion"" ""sstate"" ""susr"" ""sstratum"" ""form"" ""qs1"" ""qs2a"" ""qs2b"" ""qs3"" ""q1"" ""q2a"" ""q2b"" ""q2c"" ""q4a"" ""q4b"" ""q4c"" ""q4df1"" ""q4ef2"" ""q5f1"" ""q5af1"" ""q6f2"" ""q6af2"" ""hisp"" ""race3m1"" ""race3m2"" ""race3m3"" ""race3m4"" ""q7"" ""q8"" ""q8a"" ""q10a"" ""q10b"" ""q10c"" ""q10d"" ""snsint2"" ""q13a"" ""q13b"" ""q15a"" ""q15b"" ""q16"" ""q18"" ""q19af1"" ""q19bf1"" ""q19cf1"" ""q19df1"" ""q19ef1"" ""q19ff1"" ""q19af2"" ""q19bf2"" ""q19cf2"" ""q19df2"" ""q19ef2"" ""q19ff2"" ""q20a"" ""q20b"" ""q20c"" ""q20d"" ""q20e"" ""q21a"" ""q21b"" ""q21c"" ""q22"" ""q23"" ""q24a"" ""q24bf1"" ""q24cf2"" ""q24d"" ""q24ef1"" ""q24ff2"" ""q27"" ""q30a"" ""q30b"" ""q30c"" ""q33"" ""q34"" ""q35"" ""q36"" ""q42"" ""q43a"" ""q43b"" ""q43c"" ""q43d"" ""sex"" ""age"" ""marital"" ""lwp"" ""educ2"" ""schl"" ""q100"" ""qe3"" ""birth_hisp"" ""q101"" ""relig"" ""chr"" ""born"" ""attend"" ""q102"" ""income"" ""reg"" ""party"" ""partyln"" ""ideo"" ""hh1"" ""hh3"" ""ql1"" ""ql1a"" ""qc1"" ""racethn"" ""raceos"" ""religos"" ""racecmb"" ""usr"" ""cregion"" ""state"" ""density"" ""child"" ""partysum"" ""partyideo"" ""gen5"" ""racethn2"" ""recage"" ""recage2"" ""receduc"" ""adults"" ""iphoneuse"" ""hphoneuse"" ""ll"" ""cp"" ""weight"""
"""3094"" 208879 2 2 50316 1 ""C"" 3 22 """" 10 1 2 NA NA NA 1 1 1 1 1 1 1 1 NA 2 2 NA NA 2 1 NA NA NA NA 1 9 4 4 4 4 1 2 4 3 3 1 1 3 2 9 3 3 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 1 4 3 3 NA 1 1 NA 2 NA NA NA 1 1 4 4 2 2 2 2 2 1 40 1 NA 6 5 NA 1 NA 2 2 NA 2 2 NA 99 1 1 NA 2 4 2 NA NA 2 1 """" """" 1 ""U"" 3 22 4 2 1 1 4 1 3 2 3 2 3 3 0 1 0.252506922627185"
"""3095"" 208880 2 2 50316 1 ""C"" 3 48 """" 10 2 2 NA NA NA 3 3 2 2 2 1 2 NA 1 NA NA 2 1 1 7 NA NA NA NA 3 1 2 2 1 1 2 NA NA 3 3 1 3 NA NA NA NA NA NA 3 3 9 1 3 3 2 2 2 1 2 NA NA NA 1 4 1 NA 2 3 NA 2 1 NA NA NA 2 3 4 3 2 2 2 1 2 1 60 6 NA 4 5 NA 3 1 4 2 NA 2 6 NA 1 1 2 NA 3 2 2 NA NA 2 3 """" """" 5 ""U"" 3 48 4 0 2 4 3 3 5 3 2 2 3 3 0 1 0.343520627896671"
"""3096"" 208883 2 2 50316 1 ""P"" 4 6 """" 7 2 2 NA NA NA 2 2 1 2 2 2 3 NA 3 NA NA 2 1 2 3 NA NA NA NA 1 1 2 2 4 1 2 NA NA 3 3 1 2 NA NA NA NA NA NA 3 3 3 3 3 3 2 2 2 2 2 NA NA NA 2 4 3 NA 9 1 NA 1 4 NA NA NA 3 NA NA NA 2 2 2 2 2 2 99 1 NA 8 NA NA 1 NA 3 8 NA NA 1 NA 8 1 3 1 3 4 4 NA NA 1 4 """" """" 3 ""S"" 4 6 3 0 1 3 9 5 9 NA 3 3 2 2 1 1 0.983989127037839"
"""3097"" 208887 2 2 50416 2 ""P"" 4 6 """" 10 2 2 NA NA NA 1 2 3 3 2 3 4 NA 4 NA NA 2 1 1 7 NA NA NA NA 4 NA 2 2 2 2 2 NA NA 3 2 3 3 NA NA NA NA NA NA 3 1 3 3 1 3 2 2 1 2 1 NA NA NA 2 2 1 NA 1 1 NA 1 2 NA NA NA 3 NA NA NA 2 2 1 1 2 1 27 6 NA 3 5 NA 1 3 4 2 NA 2 5 NA 3 3 3 9 2 2 2 NA NA 2 3 """" """" 5 ""S"" 4 6 1 0 9 3 5 4 2 1 1 2 3 3 0 1 0.398996497932268"
"""3098"" 208889 2 2 50316 1 ""M"" 4 4 """" 7 2 2 NA NA NA 1 1 1 2 3 4 3 NA 3 NA NA 2 1 2 9 NA NA NA NA 1 1 1 1 1 1 2 NA NA 3 3 3 1 NA NA NA NA NA NA 3 3 3 3 3 3 2 1 2 1 1 NA NA NA 1 1 3 NA 3 3 NA 3 4 NA NA NA 2 4 5 3 2 2 2 2 2 1 49 1 NA 2 5 NA 1 NA 3 13 NA 1 1 NA 4 3 3 9 9 5 3 NA NA 2 9 """" """" 9 ""U"" 4 4 3 2 9 3 4 9 4 2 1 3 3 3 0 1 1.43486707992188"
"""3099"" 208890 2 2 50316 1 ""E"" 3 13 """" 10 1 2 NA NA NA 2 1 1 4 1 1 1 1 NA 2 2 NA NA 2 1 NA NA NA NA 1 1 1 3 3 1 1 3 4 3 1 1 2 3 3 3 1 1 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 2 3 2 1 NA 3 1 NA 4 NA NA NA 1 3 5 4 2 2 2 2 2 1 65 1 NA 4 NA NA 1 NA 3 2 NA 2 2 NA 7 1 3 1 2 2 2 NA NA 2 1 """" """" 1 ""S"" 3 13 3 0 1 3 3 1 6 4 2 2 3 3 0 1 0.366903999499828"
"""3100"" 208893 2 2 50516 1 ""C"" 3 48 """" 10 2 2 NA NA NA 1 3 1 1 2 4 2 NA 3 NA NA 2 2 1 2 NA NA NA NA 1 1 2 2 4 2 1 2 3 3 1 2 2 NA NA NA NA NA NA 3 1 1 1 1 1 2 2 1 2 1 NA NA NA 1 1 1 NA 2 3 NA 1 2 NA NA NA 1 1 1 1 1 2 1 1 2 2 22 6 NA 6 3 NA 3 1 2 12 NA NA 6 NA 4 1 1 NA 4 3 2 NA NA 2 3 """" """" 2 ""U"" 3 48 3 1 1 2 5 3 1 1 3 2 3 3 0 1 0.296468099557007"
"""3101"" 208905 2 2 50816 2 ""P"" 4 6 """" 10 1 2 NA NA NA 2 3 3 3 1 1 2 2 NA 1 3 NA NA 1 7 NA NA NA NA 3 1 2 3 3 2 1 2 2 3 3 2 2 3 3 1 1 1 1 NA NA NA NA NA NA 1 1 2 2 2 NA NA NA 1 1 3 3 NA 3 2 NA 4 NA NA NA 2 3 2 2 1 2 2 2 2 1 43 1 NA 2 5 NA 1 3 3 13 NA 1 1 NA 2 2 3 2 4 8 5 NA NA 2 3 """" """" 5 ""U"" 4 6 5 3 2 3 4 4 3 2 1 3 3 3 0 1 0.571369549137708"
"""3102"" 208906 2 2 50316 1 ""P"" 4 6 """" 7 2 2 NA NA NA 2 2 1 3 1 2 3 NA 1 NA NA 2 1 1 1 3 5 NA NA 2 1 1 2 3 1 1 3 4 1 3 2 2 NA NA NA NA NA NA 1 3 1 1 1 1 2 1 1 2 2 NA NA NA 2 9 2 NA 3 9 NA 1 2 NA NA NA 3 NA NA NA 3 2 1 2 2 2 30 3 NA 5 3 NA 1 1 4 99 2 NA 5 NA 2 1 3 9 9 5 5 NA NA 2 3 """" """" 4 ""U"" 4 6 4 0 9 3 5 3 2 2 2 3 3 3 0 1 2.49"
"""3103"" 208913 2 2 50316 1 ""P"" 4 6 """" 8 2 2 NA NA NA 2 2 2 4 1 1 1 NA 9 NA NA 2 9 2 2 NA NA NA 1 1 1 1 1 9 1 2 NA NA 4 3 3 9 NA NA NA NA NA NA 1 1 1 1 1 9 2 1 1 1 1 1 1 1 2 1 1 NA 1 1 NA 3 3 2 3 9 1 1 1 9 1 1 2 9 2 2 99 3 NA 4 NA 2 4 NA 4 13 NA 1 1 3 99 1 5 9 3 3 3 NA NA 2 2 """" """" 2 ""R"" 4 6 1 0 9 9 9 2 9 NA 2 3 3 3 0 1 0.387401046592677"
"""3104"" 208926 2 2 50416 1 ""E"" 1 36 """" 9 1 2 NA NA NA 1 2 1 2 1 3 1 1 NA 9 1 NA NA 2 1 NA NA NA NA 3 2 2 2 2 1 1 2 3 1 2 3 3 3 3 3 3 9 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 1 1 1 1 NA 9 1 NA 2 NA NA NA 1 1 1 1 2 2 2 2 2 2 75 5 NA 8 NA NA 5 NA 3 2 NA 2 2 NA 99 1 2 NA 4 2 2 NA NA 2 1 """" """" 1 ""U"" 1 36 5 0 2 5 2 1 6 4 3 2 3 3 0 1 0.443334826140882"
"""3105"" 208927 2 2 50316 1 ""E"" 2 39 """" 6 1 2 NA NA NA 3 2 1 4 1 1 1 3 NA 2 2 NA NA 2 1 NA NA NA NA 1 1 2 1 4 2 1 2 2 3 3 2 3 3 3 3 3 1 3 NA NA NA NA NA NA 1 1 2 2 1 NA NA NA 2 4 1 1 NA 2 1 NA 4 NA NA NA 1 3 4 4 1 2 1 2 2 1 59 1 NA 6 5 NA 4 NA 3 1 NA 2 4 NA 6 1 3 1 2 2 2 NA NA 1 1 """" """" 1 ""S"" 2 39 4 0 1 3 3 1 5 3 3 2 2 2 1 1 1.00325845107475"
"""3106"" 208937 2 2 50316 1 ""E"" 3 12 """" 4 1 2 NA NA NA 1 1 1 3 1 1 1 1 NA 1 1 NA NA 2 1 NA NA NA NA 1 2 1 1 3 1 1 4 4 2 2 3 2 1 1 9 1 1 9 NA NA NA NA NA NA 2 2 1 2 1 NA NA NA 3 4 1 1 NA 1 1 NA 2 NA NA NA 1 1 1 1 3 1 2 2 2 1 34 3 NA 5 5 NA 1 NA 4 1 NA 1 2 NA 4 3 3 2 4 2 1 NA NA 1 1 """" """" 1 ""S"" 3 12 4 1 2 3 5 1 2 2 2 1 2 2 1 1 1.18966413300442"
"""3107"" 208939 2 2 50316 1 ""E"" 1 42 """" 10 1 2 NA NA NA 2 2 2 3 2 2 2 4 NA 2 3 NA NA 2 1 NA NA NA NA 2 2 2 3 2 2 1 1 1 3 3 1 1 3 1 2 3 2 3 NA NA NA NA NA NA 2 1 2 2 2 NA NA NA 2 2 3 3 NA 1 3 NA 4 NA NA NA 3 NA NA NA 2 2 2 2 2 2 52 1 NA 2 5 NA 2 NA 2 1 NA 1 6 NA 1 3 2 NA 5 2 2 NA NA 2 1 """" """" 1 ""U"" 1 42 4 0 2 5 3 1 4 3 1 2 3 3 0 1 0.968360521623161"
"""3108"" 208945 2 2 50316 1 ""P"" 4 53 """" 4 2 2 NA NA NA 2 2 2 2 3 3 3 NA 3 NA NA 2 1 2 1 NA NA NA NA 2 2 2 2 3 2 1 3 4 2 2 3 2 NA NA NA NA NA NA 3 1 1 1 1 3 2 2 2 2 1 NA NA NA 2 1 1 NA 3 2 NA 1 4 NA NA NA 1 3 5 3 2 2 2 2 2 1 25 2 2 6 5 NA 1 NA 4 10 NA NA 4 NA 5 1 3 2 4 3 3 NA NA 2 1 """" """" 1 ""U"" 4 53 4 0 2 3 5 1 2 1 3 3 3 3 0 1 2.28975246685777"
"""3109"" 208947 2 2 50416 1 ""E"" 3 12 """" 10 1 2 NA NA NA 1 1 1 1 3 3 1 3 NA 1 3 NA NA 2 1 NA NA NA NA 1 1 1 2 2 1 2 NA NA 3 3 2 3 3 3 3 3 3 3 NA NA NA NA NA NA 2 1 2 2 2 NA NA NA 2 3 2 2 NA 2 2 NA 4 NA NA NA 3 NA NA NA 2 2 2 2 2 1 50 1 NA 3 5 NA 1 NA 4 1 NA 1 1 NA 6 1 1 NA 2 4 4 NA NA 2 1 """" """" 1 ""R"" 3 12 4 0 1 1 4 1 4 3 1 3 3 3 0 1 0.393352014104261"
"""3110"" 208950 2 2 50316 1 ""E"" 3 12 """" 10 2 2 NA NA NA 2 1 1 4 1 3 3 NA 1 NA NA 2 1 1 1 NA NA NA NA 1 1 1 2 1 1 1 1 4 3 3 2 3 NA NA NA NA NA NA 3 3 3 1 1 3 1 1 1 2 1 NA NA NA 1 1 3 NA 1 1 NA 3 2 NA NA NA 2 3 4 1 2 2 2 1 2 2 18 2 2 3 3 NA 2 1 3 2 NA 9 6 NA 4 1 3 2 3 4 4 NA NA 1 3 """" """" 1 ""U"" 3 12 4 0 2 3 5 3 1 1 1 3 2 2 1 1 0.33595133266965"
"""3111"" 208952 2 2 50316 1 ""E"" 1 36 """" 10 2 2 NA NA NA 3 2 2 2 2 2 2 NA 2 NA NA 2 1 2 1 NA NA NA NA 2 2 1 2 1 1 2 NA NA 2 3 3 2 NA NA NA NA NA NA 9 9 1 9 9 9 1 2 2 2 2 NA NA NA 1 1 2 NA 1 3 NA 1 2 NA NA NA 1 1 3 2 2 1 2 2 2 1 47 3 NA 6 5 NA 1 NA 3 2 NA 2 2 NA 6 1 2 NA 3 1 NA NA NA 2 1 """" """" 1 ""U"" 1 36 5 0 2 4 4 1 4 2 3 1 3 3 0 1 0.371007687391143"
"""3112"" 208955 2 2 50316 1 ""P"" 4 6 """" 8 1 2 NA NA NA 2 2 2 1 3 3 3 3 NA 1 1 NA NA 2 1 NA NA NA NA 2 1 3 2 2 1 2 NA NA 3 3 2 2 3 3 3 1 1 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 1 2 2 1 NA 3 3 NA 4 NA NA NA 1 2 1 2 1 2 2 2 2 1 67 3 NA 7 NA NA 1 NA 3 12 NA NA 6 NA 9 1 3 2 5 1 NA NA NA 2 1 """" """" 1 ""S"" 4 6 2 0 2 3 3 1 6 4 3 1 3 3 0 1 0.792000511227583"
"""3113"" 208957 2 2 50316 1 ""E"" 3 13 """" 6 1 2 NA NA NA 2 1 1 2 1 1 1 2 NA 2 3 NA NA 2 2 NA NA NA 2 1 2 2 1 4 2 1 2 3 3 3 3 3 3 1 3 1 3 3 NA NA NA NA NA NA 2 2 2 2 1 2 2 2 2 2 1 1 NA 1 2 NA 3 1 2 3 1 2 2 2 1 1 2 1 1 1 25 6 NA 5 3 2 2 NA 3 1 NA 1 2 2 3 1 2 NA 2 5 4 NA NA 1 2 """" """" 2 ""S"" 3 13 4 1 2 4 5 2 2 1 2 3 2 2 1 1 0.996139795829854"
"""3114"" 208973 2 2 50316 1 ""C"" 2 20 """" 5 1 2 NA NA NA 2 2 2 3 1 1 1 1 NA 2 3 NA NA 2 1 NA NA NA NA 1 2 1 2 2 1 1 2 3 3 2 3 3 3 3 9 3 1 1 NA NA NA NA NA NA 2 1 2 2 2 NA NA NA 2 2 1 1 NA 3 1 NA 3 NA NA NA 1 2 2 2 2 2 2 1 2 1 41 3 NA 4 5 NA 1 NA 4 2 NA 2 3 NA 5 1 3 2 4 1 NA NA NA 2 1 """" """" 1 ""S"" 2 20 1 0 2 3 4 1 3 2 2 1 3 3 0 1 2.99059009946602"
"""3115"" 208974 2 2 50316 1 ""C"" 3 1 """" 8 1 2 NA NA NA 1 2 1 4 2 2 1 2 NA 1 2 NA NA 2 1 NA NA NA NA 1 1 1 1 4 1 1 1 4 3 3 1 3 3 1 1 1 3 1 NA NA NA NA NA NA 1 2 1 2 1 NA NA NA 1 4 1 1 NA 1 1 NA 4 NA NA NA 1 2 2 2 2 1 1 1 1 1 21 2 2 6 5 NA 3 NA 5 99 2 NA 3 NA 9 1 1 NA 1 9 9 NA NA 2 1 """" """" 1 ""U"" 3 1 3 99 1 1 5 1 1 1 3 2 3 3 0 1 0.99128825850456"
"""3116"" 208978 2 2 50716 1 ""C"" 3 48 """" 10 1 2 NA NA NA 1 1 1 1 1 1 1 1 NA 1 2 NA NA 2 1 NA NA NA NA 3 1 1 1 1 1 2 NA NA 3 2 1 2 3 3 1 3 1 1 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 1 4 1 1 NA 1 1 NA 2 NA NA NA 2 3 4 3 2 2 2 2 2 1 80 1 NA 7 NA NA 5 NA 2 1 NA 2 6 NA 8 1 3 1 2 2 2 NA NA 2 1 """" """" 1 ""S"" 3 48 2 0 1 3 2 1 6 4 3 2 3 3 0 1 0.207956062106689"
"""3117"" 208980 2 2 50316 1 ""C"" 2 31 """" 5 1 2 NA NA NA 2 2 4 4 1 4 2 4 NA 1 3 NA NA 2 1 NA NA NA NA 1 1 1 2 2 1 1 4 4 3 3 1 3 3 3 3 1 3 3 NA NA NA NA NA NA 2 1 2 1 1 NA NA NA 2 2 3 2 NA 2 2 NA 2 NA NA NA 3 NA NA NA 1 2 2 2 2 1 52 3 NA 3 5 NA 3 NA 5 13 NA 1 2 NA 1 1 3 9 2 1 NA NA NA 2 1 """" """" 1 ""U"" 2 31 4 0 9 3 3 1 4 3 1 1 3 3 0 1 2.73278677340417"
"""3118"" 208981 2 2 50316 1 ""C"" 2 38 """" 1 1 2 NA NA NA 2 1 1 1 2 3 2 3 NA 9 3 NA NA 2 1 NA NA NA NA 2 2 2 2 4 2 1 3 4 3 3 3 2 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 2 1 2 2 NA 9 2 NA 4 NA NA NA 3 NA NA NA 2 2 2 2 2 1 19 6 NA 4 3 NA 2 NA 3 99 1 1 2 NA 5 1 1 NA 4 2 1 NA NA 2 1 """" """" 1 ""U"" 2 38 1 1 1 2 5 1 1 1 2 1 3 3 0 1 2.34205052862353"
"""3119"" 208985 2 2 50316 1 ""C"" 2 17 """" 4 2 2 NA NA NA 2 3 1 1 1 1 1 NA 2 NA NA 2 9 2 1 NA NA NA NA 1 2 1 2 3 2 1 3 4 2 3 2 3 NA NA NA NA NA NA 3 1 3 3 1 3 2 1 2 2 1 NA NA NA 1 4 1 NA 1 3 NA 1 4 NA NA NA 2 3 2 2 2 2 2 2 2 2 56 2 1 3 5 NA 1 NA 3 99 1 1 2 NA 7 1 4 9 4 1 NA NA NA 1 1 """" """" 1 ""R"" 2 17 1 0 9 9 3 1 5 3 1 1 2 2 1 1 2.03052617202277"
"""3120"" 209001 2 2 50316 1 ""C"" 3 48 """" 3 1 2 NA NA NA 2 2 3 1 1 1 1 2 NA 1 3 NA NA 2 1 NA NA NA NA 1 1 2 2 2 2 1 2 4 3 3 1 1 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 2 4 3 3 NA 3 3 NA 2 NA NA NA 3 NA NA NA 2 2 2 2 2 2 51 6 NA 1 5 NA 1 NA 3 13 NA 1 1 NA 1 1 1 NA 2 1 NA NA NA 2 1 """" """" 1 ""R"" 3 48 1 0 1 1 4 1 4 3 1 1 3 3 0 1 3.44317239582526"
"""3121"" 209002 2 2 50316 1 ""C"" 3 48 """" 9 1 2 NA NA NA 2 2 2 1 1 3 2 2 NA 1 3 NA NA 2 1 NA NA NA NA 2 1 3 2 3 2 1 3 4 3 3 3 2 3 3 9 3 3 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 2 1 2 1 NA 2 1 NA 4 NA NA NA 3 NA NA NA 2 2 2 2 2 1 60 6 NA 6 5 NA 3 NA 2 12 NA NA 6 NA 9 1 2 NA 3 1 NA NA NA 2 1 """" """" 1 ""S"" 3 48 5 0 2 4 3 1 5 3 3 1 3 3 0 1 0.2464746282955"
"""3122"" 209006 2 2 50316 1 ""C"" 2 55 """" 3 2 2 NA NA NA 2 2 2 2 1 2 1 NA 3 NA NA 2 1 2 1 NA NA NA NA 3 2 2 2 2 2 2 NA NA 3 3 2 2 NA NA NA NA NA NA 9 1 9 1 9 9 2 1 2 2 2 NA NA NA 2 4 1 NA 1 1 NA 1 4 NA NA NA 1 2 2 2 1 2 2 2 2 1 61 1 NA 4 5 NA 3 NA 4 12 NA NA 4 NA 7 1 3 9 3 2 2 NA NA 2 1 """" """" 1 ""S"" 2 55 3 0 9 3 3 1 5 3 2 2 3 3 0 1 2.53302046696827"
"""3123"" 209007 2 2 50316 1 ""C"" 3 28 """" 8 1 2 NA NA NA 3 2 2 4 1 1 1 1 NA 2 2 NA NA 2 2 NA NA NA 3 3 2 2 3 2 2 1 2 3 1 1 2 2 1 1 1 1 1 1 NA NA NA NA NA NA 1 2 2 2 2 2 2 2 1 3 1 1 NA 2 1 NA 1 3 2 2 1 1 1 3 1 2 1 1 1 1 56 1 NA 4 5 1 3 NA 4 1 NA 2 1 2 7 1 2 NA 4 2 2 NA NA 2 2 """" """" 2 ""R"" 3 28 1 0 2 5 3 2 5 3 2 2 3 3 0 1 0.354466470630308"
"""3124"" 209011 2 2 50316 1 ""C"" 2 27 """" 1 1 2 NA NA NA 2 2 1 2 1 2 1 2 NA 2 3 NA NA 2 1 NA NA NA NA 2 2 3 3 4 2 1 2 4 3 3 1 9 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 2 4 3 1 NA 3 2 NA 4 NA NA NA 1 3 5 4 4 2 2 2 2 1 45 1 NA 6 5 NA 1 NA 3 1 NA 2 3 NA 8 1 4 9 3 5 2 NA NA 2 1 """" """" 1 ""R"" 2 27 1 3 9 9 4 1 4 2 3 2 3 3 0 1 1.45237092240137"
"""3125"" 209012 2 2 50316 1 ""C"" 3 48 """" 10 1 2 NA NA NA 3 4 1 2 3 4 1 4 NA 1 2 NA NA 1 7 NA NA NA NA 2 1 1 3 2 1 1 1 4 3 3 1 3 1 1 1 1 1 1 NA NA NA NA NA NA 1 1 1 2 1 NA NA NA 2 1 1 2 NA 1 3 NA 2 NA NA NA 1 2 1 4 2 2 1 1 2 2 25 2 2 2 5 NA 3 3 2 2 NA 1 4 NA 1 3 1 NA 1 3 2 NA NA 2 3 """" """" 5 ""S"" 3 48 3 1 1 1 5 4 2 1 1 2 3 3 0 1 0.333359302043761"
"""3126"" 209014 2 2 50816 1 ""M"" 4 35 """" 10 1 2 NA NA NA 1 1 1 1 2 1 1 3 NA 2 2 NA NA 2 1 NA NA NA NA 2 2 1 2 3 2 1 2 3 3 2 3 2 2 3 9 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 1 1 3 3 NA 1 1 NA 4 NA NA NA 2 3 3 3 2 2 1 2 3 2 74 1 NA 8 NA NA 3 NA 3 12 NA NA 6 NA 9 1 3 9 2 2 2 NA NA 2 1 """" """" 1 ""R"" 4 35 1 0 9 3 2 1 6 4 3 2 3 3 0 1 0.27127262139427"
"""3127"" 209016 2 2 50316 1 ""C"" 3 48 """" 8 1 2 NA NA NA 1 1 1 3 2 1 1 2 NA 1 2 NA NA 2 1 NA NA NA NA 1 1 1 1 1 1 1 3 4 1 3 2 3 3 1 3 1 1 1 NA NA NA NA NA NA 2 1 1 2 2 NA NA NA 1 1 1 1 NA 1 2 NA 2 NA NA NA 1 2 1 1 3 2 2 2 2 2 22 6 NA 4 3 NA 2 NA 3 6 NA NA 2 NA 2 3 3 2 2 5 4 NA NA 2 1 """" """" 1 ""S"" 3 48 5 1 2 3 5 1 1 1 2 3 3 3 0 1 1.59414721632269"
"""3128"" 209018 2 2 50316 1 ""P"" 4 6 """" 10 2 2 NA NA NA 3 2 2 2 1 3 1 NA 2 NA NA 2 9 2 3 NA NA NA NA 2 2 2 4 3 2 1 2 3 1 3 3 2 NA NA NA NA NA NA 1 1 1 1 1 2 2 2 2 2 2 NA NA NA 2 2 1 NA 1 9 NA 1 2 NA NA NA 2 3 2 2 2 2 2 2 2 2 40 6 NA 8 5 NA 1 NA 3 2 NA 2 2 NA 8 2 2 NA 3 1 NA NA NA 2 4 """" """" 3 ""U"" 4 6 5 0 2 4 4 5 3 2 3 1 3 3 0 1 0.584362702935915"
"""3129"" 209019 2 2 50316 1 ""P"" 4 6 """" 6 1 2 NA NA NA 1 9 1 4 2 3 3 2 NA 2 3 NA NA 2 1 NA NA NA NA 1 1 3 2 4 2 1 3 4 2 2 2 2 1 1 1 1 1 3 NA NA NA NA NA NA 2 1 1 2 2 NA NA NA 2 1 1 1 NA 2 1 NA 2 NA NA NA 1 3 2 2 2 2 2 2 2 1 40 3 NA 5 5 NA 1 NA 4 11 1 2 4 NA 3 9 3 2 3 1 NA NA NA 2 1 """" ""LUTHERAN"" 1 ""U"" 4 6 4 0 2 3 4 1 3 2 2 1 3 3 0 1 3.69"
"""3130"" 209034 2 2 50316 1 ""P"" 4 6 """" 8 2 2 NA NA NA 2 3 3 3 1 1 1 NA 1 NA NA 2 2 2 1 NA NA NA NA 2 1 2 2 2 1 2 NA NA 2 2 2 2 NA NA NA NA NA NA 1 1 1 1 1 1 2 2 1 2 1 NA NA NA 1 1 1 NA 1 2 NA 1 4 NA NA NA 1 2 1 2 1 2 2 2 2 2 64 1 NA 3 5 NA 2 NA 3 12 NA NA 6 NA 6 1 2 NA 5 2 2 NA NA 1 1 """" """" 1 ""U"" 4 6 5 0 2 5 3 1 5 3 1 2 2 2 1 1 1.80799155335042"
"""3131"" 209046 2 2 50316 1 ""P"" 4 6 """" 9 2 2 NA NA NA 3 4 1 4 1 1 1 NA 1 NA NA 2 2 2 2 NA NA NA 1 2 2 2 3 2 2 2 NA NA 1 1 2 2 NA NA NA NA NA NA 1 1 1 1 1 3 2 1 1 2 1 1 1 1 2 3 1 NA 1 3 NA 1 2 2 2 3 1 3 2 2 1 2 1 2 2 1 43 1 NA 8 5 1 2 NA 4 13 NA 2 2 1 4 1 3 9 2 5 2 NA NA 1 2 """" """" 2 ""U"" 4 6 5 3 9 3 4 2 3 2 3 2 2 2 1 1 0.082033802739443"
"""3132"" 209048 2 2 50416 1 ""E"" 1 34 """" 4 2 2 NA NA NA 3 4 4 4 1 1 1 NA 1 NA NA 2 1 2 2 NA NA NA 2 3 1 1 1 3 2 1 1 2 1 3 2 2 NA NA NA NA NA NA 1 1 1 1 1 1 2 1 2 2 2 1 1 1 1 4 1 NA 1 1 NA 1 1 2 2 2 1 4 4 4 2 1 1 2 2 1 37 1 NA 6 4 2 1 NA 5 2 NA 2 2 2 7 1 3 9 2 4 2 NA NA 2 2 """" """" 2 ""S"" 1 34 4 2 9 3 4 2 3 2 3 2 3 3 0 1 0.777583564192822"
"""3133"" 209050 2 2 50516 1 ""E"" 1 36 """" 10 2 2 NA NA NA 3 3 4 3 2 2 3 NA 2 NA NA 2 1 2 1 NA NA NA NA 3 2 2 1 1 1 1 1 2 1 3 1 3 NA NA NA NA NA NA 3 3 3 3 3 3 1 1 1 1 2 NA NA NA 1 2 3 NA 1 2 NA 3 4 NA NA NA 1 4 9 4 2 2 2 2 2 1 23 6 NA 4 5 NA 3 NA 3 12 NA NA 1 NA 1 3 2 NA 3 3 3 NA NA 2 1 """" """" 1 ""U"" 1 36 5 0 2 4 5 1 1 1 2 3 3 3 0 1 0.598276058116846"
"""3134"" 209065 2 2 50416 1 ""E"" 3 11 """" 10 2 2 NA NA NA 2 1 2 1 1 3 2 NA 1 NA NA 2 1 2 2 NA NA NA 1 1 2 1 2 1 1 1 1 3 1 3 3 2 NA NA NA NA NA NA 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 NA 2 2 NA 1 2 2 2 1 1 1 1 1 2 2 1 1 1 2 52 3 NA 6 5 1 1 NA 2 2 NA 2 2 2 6 1 2 NA 4 2 1 NA NA 2 2 """" """" 2 ""S"" 3 24 4 1 2 5 3 2 4 3 3 1 3 3 0 1 0.143228552244569"
